-0,027	1,897	-0,170	-2,724	-0,052	0,320
-0,239	0,203	-2,844	-2,299	-0,481	0,600
-0,071	1,068	-1,859	-0,656	-2,550	0,283
-1,386	0,721	-1,205	0,009	-1,835	-1,922
0,250	0,890	-2,051	0,952	-1,635	-0,670
-1,029	1,252	-1,354	1,116	-0,854	1,756
0,385	1,694	-2,411	-0,522	-0,199	-0,543
0,300	3,612	0,555	0,751	-0,689	-0,623
1,791	0,374	-0,663	-1,878	-1,367	0,161
-0,935	1,133	-1,402	-0,951	1,671	-0,177
-0,965	0,820	-0,563	1,428	2,368	0,497
0,894	-0,673	-0,058	-0,444	0,075	-2,614
-3,178	1,309	-0,199	1,229	-0,393	-0,117
-0,814	1,485	0,769	-0,896	-0,014	-1,326
2,376	0,701	0,795	-0,718	-0,163	-0,345
-1,069	-2,335	-1,641	0,329	-1,797	0,059
-0,551	1,200	-0,764	-1,055	-1,187	2,517
-0,034	0,157	1,339	0,794	0,371	-1,523
-1,303	1,932	-2,593	0,561	-0,664	-0,143
0,946	-0,203	-1,252	0,729	1,134	0,976
-1,256	-0,785	-2,214	0,044	-0,840	2,094
-1,416	-0,042	0,040	1,377	0,114	2,319
-0,208	1,534	0,469	1,174	-0,806	1,348
-1,734	0,061	-0,002	1,938	-1,937	0,442
0,018	-2,785	-0,131	-1,801	-0,080	-0,303
-0,605	-0,578	-0,782	1,547	-2,815	-0,880
0,428	-0,441	-3,369	0,892	-1,329	0,414
-2,105	-0,846	2,508	0,512	-0,584	0,109
1,585	0,351	-0,325	2,017	-0,227	-0,807
-0,777	-1,302	-1,935	0,594	-0,368	-1,820
-1,110	0,476	0,991	0,922	-1,482	-1,387
-0,367	0,676	-3,129	-0,015	0,608	1,229
-1,107	1,424	2,098	0,499	0,296	0,190
-1,628	-0,162	-0,116	-2,467	-1,538	0,797
-1,572	0,275	-1,157	0,072	-4,333	1,143
-0,319	-0,520	-1,455	-1,539	0,556	-1,501
0,332	0,458	-0,819	1,648	-1,961	1,059
-2,663	-0,616	-1,085	0,416	1,068	0,545
-2,877	-0,111	-1,737	1,152	-1,105	-0,254
-1,237	2,302	-0,479	0,397	0,631	-1,222
-2,567	0,762	-1,232	-0,422	0,164	1,286
-0,679	0,639	-0,880	1,895	-0,461	-3,931
-1,909	0,437	0,706	-0,818	0,839	0,660
-2,199	0,115	-0,413	-2,989	0,238	-0,458
0,109	-0,692	0,857	-1,674	-1,299	0,764
-0,744	-0,567	-1,974	2,359	-0,095	0,941
0,792	-0,133	-2,115	0,440	0,528	-1,123
-1,350	-1,815	-1,055	-1,304	-0,945	-0,974
1,179	-1,069	-0,546	0,120	-2,267	0,717
2,144	-0,993	0,263	-0,546	0,182	0,693
0,600	0,602	0,525	0,667	1,835	0,354
-1,513	-0,368	0,171	-0,305	1,167	-1,777
-1,160	0,140	-2,255	1,046	0,919	-0,712
0,530	0,517	1,029	-0,373	-0,287	2,255
0,196	1,330	-1,431	2,280	0,041	0,142
1,397	-1,088	-0,965	0,834	-1,162	-1,012
-1,180	-0,927	-1,578	-1,458	0,428	0,887
0,734	0,940	0,232	-0,216	-2,772	0,610
-0,783	-1,439	-1,508	-0,166	2,312	-0,409
1,028	1,012	-0,631	-0,121	-1,590	-1,622
-0,843	0,309	-0,456	-2,127	-2,387	-0,911
-0,139	0,969	-0,872	-1,592	-0,551	-2,365
0,645	1,095	-0,592	-0,078	1,245	-1,175
-0,166	-0,416	-2,661	-0,639	-1,751	-1,112
0,175	-1,261	-0,716	2,801	0,461	-0,400
1,917	-0,735	-1,550	-1,145	-0,520	-0,512
-0,488	1,741	-0,268	-0,277	0,963	1,627
-2,013	-2,091	0,025	-0,705	0,358	0,076
-0,883	2,399	-0,304	0,631	-2,437	-0,202
-0,108	-0,023	0,889	-1,399	1,339	-0,340
-1,871	-1,474	-0,082	-0,330	-0,930	1,658
-0,691	1,622	1,086	-1,014	-1,439	0,262
-0,460	-1,749	0,296	0,698	-0,746	-2,181
-0,572	-0,400	0,130	-1,938	0,255	1,896
-0,385	-1,612	-0,691	0,138	0,782	1,938
-1,685	-0,268	0,198	1,623	0,768	-0,759
-1,981	0,328	-1,687	-0,482	0,017	-1,655
-2,456	-0,795	-0,375	0,248	-0,996	-2,068
0,084	0,222	1,408	-0,785	-1,530	-1,274
-1,473	-1,125	0,327	-0,243	-3,233	-0,235
-2,332	0,837	0,433	-0,136	-1,045	1,415
-3,917	0,555	0,605	-0,583	-1,113	-0,718
0,685	0,026	0,630	1,007	-2,077	-0,577
-1,787	2,767	-1,016	-1,083	-0,885	-0,085
-0,256	-1,359	-1,135	-1,351	-1,673	1,005
0,069	-1,544	0,404	0,370	1,582	-0,501
-0,424	-1,703	-0,382	1,320	-1,273	1,478
1,291	-0,477	0,099	1,451	-0,270	1,177
1,076	-0,077	-1,310	-0,385	-0,773	2,873
0,553	-2,857	-1,793	-0,060	-0,142	0,389
-2,223	-0,217	-2,322	-0,935	-1,230	0,024
-0,313	-0,302	1,660	2,907	-0,634	0,227
0,463	-1,963	1,275	0,302	-1,030	-0,005
-1,592	-2,161	-0,511	1,761	-0,344	-0,037
-0,524	-0,319	1,219	0,212	-2,021	1,537
-0,639	-0,968	1,604	0,223	0,703	1,110
0,848	0,062	-1,000	-1,223	1,484	0,527
1,458	2,047	-0,912	0,180	-0,427	0,854
0,270	-1,178	-0,235	-0,842	-2,186	-1,065
-0,974	-0,888	1,865	-1,176	-0,595	-0,832
