-0,832	2,683	-1,034	-3,853	-0,867	0,452
-1,131	0,287	-4,815	-3,251	-1,473	0,849
-0,893	1,511	-3,422	-0,928	-4,400	0,400
-2,753	1,020	-2,497	0,012	-3,388	-2,718
-0,440	1,259	-3,694	1,346	-3,105	-0,947
-2,249	1,771	-2,708	1,579	-2,000	2,483
-0,249	2,396	-4,202	-0,739	-1,074	-0,768
-0,368	5,109	-0,009	1,061	-1,768	-0,880
1,740	0,530	-1,730	-2,655	-2,726	0,228
-2,115	1,603	-2,775	-1,346	1,571	-0,250
-2,157	1,159	-1,589	2,019	2,556	0,703
0,471	-0,952	-0,875	-0,628	-0,687	-3,697
-5,287	1,852	-1,075	1,737	-1,349	-0,165
-1,944	2,100	0,295	-1,267	-0,812	-1,876
2,568	0,992	0,331	-1,015	-1,024	-0,489
-2,305	-3,303	-3,114	0,465	-3,335	0,083
-1,573	1,697	-1,873	-1,492	-2,471	3,559
-0,842	0,223	1,100	1,123	-0,268	-2,154
-2,635	2,733	-4,460	0,794	-1,732	-0,202
0,545	-0,288	-2,564	1,031	0,810	1,380
-2,569	-1,110	-3,924	0,063	-1,981	2,961
-2,795	-0,059	-0,737	1,948	-0,632	3,279
-1,086	2,170	-0,130	1,660	-1,933	1,907
-3,245	0,087	-0,796	2,741	-3,532	0,625
-0,768	-3,939	-0,978	-2,547	-0,905	-0,429
-1,649	-0,818	-1,900	2,188	-4,774	-1,245
-0,188	-0,623	-5,558	1,261	-2,672	0,585
-3,770	-1,196	2,753	0,724	-1,619	0,154
1,448	0,496	-1,253	2,852	-1,114	-1,141
-1,892	-1,841	-3,530	0,841	-1,314	-2,573
-2,362	0,674	0,609	1,304	-2,889	-1,962
-1,312	0,956	-5,218	-0,021	0,066	1,739
-2,358	2,014	2,174	0,706	-0,375	0,268
-3,095	-0,229	-0,956	-3,489	-2,968	1,127
-3,016	0,390	-2,430	0,103	-6,921	1,616
-1,244	-0,736	-2,850	-2,176	-0,007	-2,122
-0,323	0,648	-1,951	2,331	-3,566	1,498
-4,558	-0,872	-2,327	0,588	0,717	0,770
-4,861	-0,157	-3,249	1,629	-2,355	-0,359
-2,542	3,256	-1,470	0,561	0,100	-1,728
-4,424	1,077	-2,535	-0,597	-0,561	1,819
-1,754	0,904	-2,037	2,680	-1,444	-5,560
-3,493	0,618	0,206	-1,157	0,394	0,934
-3,903	0,163	-1,377	-4,227	-0,456	-0,648
-0,638	-0,978	0,419	-2,367	-2,631	1,081
-1,845	-0,802	-3,584	3,336	-0,927	1,331
0,327	-0,188	-3,784	0,622	-0,046	-1,588
-2,702	-2,567	-2,285	-1,844	-2,129	-1,377
0,875	-1,511	-1,564	0,170	-3,999	1,014
2,240	-1,404	-0,421	-0,773	-0,535	0,980
0,056	0,851	-0,050	0,944	1,803	0,501
-2,933	-0,521	-0,551	-0,431	0,858	-2,514
-2,433	0,197	-3,982	1,480	0,507	-1,006
-0,044	0,730	0,662	-0,527	-1,198	3,190
-0,516	1,880	-2,816	3,225	-0,735	0,200
1,183	-1,539	-2,157	1,179	-2,436	-1,432
-2,461	-1,311	-3,025	-2,061	-0,187	1,255
0,245	1,329	-0,465	-0,305	-4,713	0,862
-1,900	-2,035	-2,926	-0,235	2,477	-0,578
0,661	1,432	-1,685	-0,171	-3,042	-2,294
-1,984	0,436	-1,438	-3,007	-4,169	-1,288
-0,989	1,371	-2,026	-2,251	-1,573	-3,344
0,120	1,548	-1,631	-0,110	0,968	-1,661
-1,028	-0,588	-4,556	-0,903	-3,270	-1,572
-0,546	-1,783	-1,806	3,962	-0,141	-0,566
1,918	-1,039	-2,985	-1,619	-1,529	-0,724
-1,484	2,462	-1,172	-0,392	0,570	2,301
-3,639	-2,957	-0,758	-0,997	-0,287	0,108
-2,042	3,392	-1,223	0,892	-4,239	-0,286
-0,946	-0,032	0,464	-1,979	1,101	-0,480
-3,438	-2,084	-0,909	-0,466	-2,108	2,344
-1,770	2,294	0,743	-1,434	-2,828	0,370
-1,444	-2,473	-0,374	0,987	-1,848	-3,085
-1,602	-0,566	-0,610	-2,741	-0,433	2,682
-1,337	-2,280	-1,771	0,195	0,314	2,740
-3,175	-0,379	-0,513	2,295	0,293	-1,073
-3,594	0,464	-3,179	-0,681	-0,769	-2,341
-4,266	-1,124	-1,323	0,351	-2,201	-2,924
-0,675	0,313	1,199	-1,111	-2,957	-1,802
-2,876	-1,590	-0,330	-0,343	-5,366	-0,332
-4,091	1,183	-0,180	-0,192	-2,271	2,001
-6,332	0,785	0,063	-0,824	-2,367	-1,015
0,176	0,037	0,097	1,424	-3,730	-0,816
-3,320	3,913	-2,230	-1,532	-2,044	-0,120
-1,155	-1,922	-2,398	-1,910	-3,159	1,421
-0,696	-2,184	-0,222	0,523	1,445	-0,708
-1,392	-2,409	-1,334	1,867	-2,594	2,091
1,032	-0,675	-0,653	2,052	-1,175	1,665
0,729	-0,109	-2,646	-0,545	-1,886	4,063
-0,010	-4,040	-3,328	-0,085	-0,993	0,550
-3,937	-0,307	-4,076	-1,322	-2,533	0,034
-1,236	-0,427	1,554	4,112	-1,689	0,321
-0,138	-2,776	1,011	0,427	-2,250	-0,007
-3,044	-3,055	-1,516	2,490	-1,279	-0,052
-1,534	-0,450	0,931	0,300	-3,652	2,174
-1,697	-1,369	1,476	0,315	0,202	1,569
0,407	0,087	-2,207	-1,730	1,306	0,745
1,269	2,895	-2,083	0,254	-1,397	1,208
-0,411	-1,665	-1,125	-1,191	-3,885	-1,506
-2,171	-1,256	1,845	-1,663	-1,634	-1,176
